#REF!;;#REF!;;;
Numéro d'Indentification;Genre;Village;Latitude du Village;Longitude du Village;
T1288;Homme;Kokorou;13,95;0,94;
T1289;Homme;Téra;14,00776;0,75306;
T202;Homme;Kokorou;13,95;0,94;
T1291;Homme;Téra;14,00776;0,75306;
T1293;Homme;Téra;14,00776;0,75306;
T1294;Homme;Téra;14,00776;0,75306;
T1295;Homme;Téra;14,00776;0,75306;
T1296;Homme;Téra;14,00776;0,75306;
T1297;Femme;Téra;14,00776;0,75306;
T1298;Homme;Téra;14,00776;0,75306;
T1299;Homme;Téra;14,00776;0,75306;
T1300;Homme;Téra;14,00776;0,75306;
T1301;Homme;Kokorou;13,95;0,94;
T1302;Homme;Kokorou;13,95;0,94;
T1303;Homme;Kokorou;13,95;0,94;
T1304;Homme;Kokorou;13,95;0,94;
T1305;Homme;Kokorou;13,95;0,94;
T1306;Homme;Kokorou;13,95;0,94;
T1307;Homme;Kokorou;13,95;0,94;
T1308;Homme;Kokorou;13,95;0,94;
T1309;Homme;Kokorou;13,95;0,94;
T1310;Homme;Kokorou;13,95;0,94;
T1311;Homme;Kokorou;13,95;0,94;
T1312;Homme;Kokorou;13,95;0,94;
T1313;Homme;Kokorou;13,95;0,94;
T1314;Homme;Kokorou;13,95;0,94;
T1315;Homme;Kokorou;13,95;0,94;
T1316;Homme;Kokorou;13,95;0,94;
T1317;Homme;Kokorou;13,95;0,94;
T1318;Homme;Kokorou;13,95;0,94;
T1319;Homme;Kokorou;13,95;0,94;
T1320;Femme;Kokorou;13,95;0,94;
T1321;Homme;Kokorou;13,95;0,94;
T1322;Homme;Kokorou;13,95;0,94;
T1323;Homme;Kokorou;13,95;0,94;
T1324;Homme;Kokorou;13,95;0,94;
T1325;Homme;Kokorou;13,95;0,94;
T1326;Homme;Kokorou;13,95;0,94;
T1327;Homme;Kokorou;13,95;0,94;
T1328;Homme;Kokorou;13,95;0,94;
T1329;Homme;Kokorou;13,95;0,94;
T1330;Homme;Kokorou;13,95;0,94;
T1331;Homme;Kokorou;13,95;0,94;
T1332;Homme;Kokorou;13,95;0,94;
T1333;Homme;Kokorou;13,95;0,94;
T1334;Homme;Kokorou;13,95;0,94;
T1335;Homme;Kokorou;13,95;0,94;
T1336;Homme;Kokorou;13,95;0,94;
T1337;Homme;Kokorou;13,95;0,94;
T1338;Homme;Kokorou;13,95;0,94;
T1339;Femme;Kokorou;13,95;0,94;
T1340;Homme;Kokorou;13,95;0,94;
T1341;Homme;Kokorou;13,95;0,94;
T1342;Homme;Kokorou;13,95;0,94;
T1343;Homme;Kokorou;13,95;0,94;
T1344;Homme;Kokorou;13,95;0,94;
T1345;Femme;Téra;14,00776;0,75306;
T1346;Femme;Téra;14,00776;0,75306;
T1347;Homme;Téra;14,00776;0,75306;
T1348;Homme;Téra;14,00776;0,75306;
T1349;Femme;Téra;14,00776;0,75306;
T1351;Homme;Téra;14,00776;0,75306;
T1352;Femme;Téra;14,00776;0,75306;
T712;Homme;Kokorou;13,95;0,94;
T1354;Femme;Téra;14,00776;0,75306;
T1355;Homme;Téra;14,00776;0,75306;
T1356;Homme;Téra;14,00776;0,75306;
T1357;Homme;Téra;14,00776;0,75306;
T1358;Homme;Téra;14,00776;0,75306;
T1359;Homme;Téra;14,00776;0,75306;
T1360;Homme;Téra;14,00776;0,75306;
T1362;Homme;Téra;14,00776;0,75306;
T1363;Homme;Téra;14,00776;0,75306;
T1364;Homme;Téra;14,00776;0,75306;
T1365;Homme;Téra;14,00776;0,75306;
T1366;Homme;Téra;14,00776;0,75306;
T1367;Homme;Téra;14,00776;0,75306;
T1368;Homme;Téra;14,00776;0,75306;
T1369;Homme;Téra;14,00776;0,75306;
T1370;Homme;Téra;14,00776;0,75306;
T1371;Homme;Téra;14,00776;0,75306;
T1372;Homme;Téra;14,00776;0,75306;
T1373;Homme;Téra;14,00776;0,75306;
T1374;Homme;Téra;14,00776;0,75306;
T1375;Homme;Téra;14,00776;0,75306;
T1376;Homme;Téra;14,00776;0,75306;
T359;Femme;Téra;14,00776;0,75306;
T1378;Homme;Téra;14,00776;0,75306;
T1379;Homme;Téra;14,00776;0,75306;
T1380;Homme;Téra;14,00776;0,75306;
T1381;Homme;Téra;14,00776;0,75306;
T1382;Homme;Téra;14,00776;0,75306;
T1383;Femme;Téra;14,00776;0,75306;
T1384;Homme;Téra;14,00776;0,75306;
T1385;Homme;Téra;14,00776;0,75306;
T1386;Homme;Téra;14,00776;0,75306;
T1388;Homme;Téra;14,00776;0,75306;
T1389;Homme;Téra;14,00776;0,75306;
T1390;Homme;Téra;14,00776;0,75306;
T1391;Homme;Téra;14,00776;0,75306;
T2455;Femme;KOMA ;13,80305556;4,600833333;
T1394;Homme;Téra;14,00776;0,75306;
T1395;Homme;Téra;14,00776;0,75306;
T1396;Homme;Téra;14,00776;0,75306;
T1397;Homme;Téra;14,00776;0,75306;
T1398;Femme;Kokorou;13,95;0,94;
T1399;Femme;Kokorou;13,95;0,94;
T1400;Homme;Kokorou;13,95;0,94;
T1401;Homme;Kokorou;13,95;0,94;
T1402;Homme;Kokorou;13,95;0,94;
T1403;Homme;Téra;14,00776;0,75306;
T1404;Homme;Téra;14,00776;0,75306;
T1405;Homme;Téra;14,00776;0,75306;
T1406;Femme;Téra;14,00776;0,75306;
T1407;Homme;Téra;14,00776;0,75306;
T1408;Homme;Téra;14,00776;0,75306;
T1409;Femme;Téra;14,00776;0,75306;
T1410;Homme;Téra;14,00776;0,75306;
T1411;Femme;Téra;14,00776;0,75306;
T1412;Femme;Téra;14,00776;0,75306;
T1413;Homme;Téra;14,00776;0,75306;
T1414;Homme;Téra;14,00776;0,75306;
T1415;Femme;Téra;14,00776;0,75306;
T1416;Homme;Téra;14,00776;0,75306;
T1417;Homme;Téra;14,00776;0,75306;
T1418;Femme;Téra;14,00776;0,75306;
T1419;Homme;Téra;14,00776;0,75306;
T1420;Femme;Téra;14,00776;0,75306;
T1421;Homme;Téra;14,00776;0,75306;
T1422;Homme;Téra;14,00776;0,75306;
T1423;Femme;Téra;14,00776;0,75306;
T1424;Femme;Téra;14,00776;0,75306;
T1425;Femme;Téra;14,00776;0,75306;
T3144;Femme;TILLABERY;14,3204466;1,43386583;
T1427;Homme;Téra;14,00776;0,75306;
T1428;Homme;Téra;14,00776;0,75306;
T1429;Homme;Téra;14,00776;0,75306;
T1430;Femme;Téra;14,00776;0,75306;
T1431;Homme;Téra;14,00776;0,75306;
T1433;Homme;Téra;14,00776;0,75306;
T1434;Homme;Téra;14,00776;0,75306;
T665;Homme;Téra;14,00776;0,75306;
T1436;Homme;Téra;14,00776;0,75306;
T1437;Homme;Téra;14,00776;0,75306;
T1438;Homme;Téra;14,00776;0,75306;
T1439;Homme;Téra;14,00776;0,75306;
T1440;Homme;Téra;14,00776;0,75306;
T1441;Femme;Kokorou;13,95;0,94;
T1442;Femme;Kokorou;13,95;0,94;
T1443;Homme;Kokorou;13,95;0,94;
T1444;Homme;Kokorou;13,95;0,94;
T1445;Homme;Kokorou;13,95;0,94;
T1446;Homme;Kokorou;13,95;0,94;
T1447;Homme;Kokorou;13,95;0,94;
T1448;Homme;Kokorou;13,95;0,94;
T1449;Femme;Kokorou;13,95;0,94;
T1450;Homme;Kokorou;13,95;0,94;
T1452;Homme;Kokorou;13,95;0,94;
T1453;Homme;Kokorou;13,95;0,94;
T1454;Homme;Kokorou;13,95;0,94;
T1455;Homme;Kokorou;13,95;0,94;
T1456;Femme;Kokorou;13,95;0,94;
T1457;Femme;Kokorou;13,95;0,94;
T1458;Homme;Téra;14,00776;0,75306;
T1459;Homme;Téra;14,00776;0,75306;
T1460;Femme;Téra;14,00776;0,75306;
T1461;Homme;Téra;14,00776;0,75306;
T1462;Homme;Téra;14,00776;0,75306;
T1463;Homme;Téra;14,00776;0,75306;
T1464;Homme;Téra;14,00776;0,75306;
T1465;Homme;Téra;14,00776;0,75306;
T1466;Femme;Téra;14,00776;0,75306;
T1467;Homme;Téra;14,00776;0,75306;
T1468;Homme;Téra;14,00776;0,75306;
T1469;Homme;Téra;14,00776;0,75306;
T1470;Homme;Téra;14,00776;0,75306;
T1471;Homme;Téra;14,00776;0,75306;
T1472;Homme;Téra;14,00776;0,75306;
T1473;Homme;Téra;14,00776;0,75306;
T1474;Homme;Téra;14,00776;0,75306;
T1475;Homme;Téra;14,00776;0,75306;
T1476;Homme;Téra;14,00776;0,75306;
T1477;Homme;Téra;14,00776;0,75306;
T1478;Homme;Téra;14,00776;0,75306;
T1479;Femme;Téra;14,00776;0,75306;
T1480;Homme;Téra;14,00776;0,75306;
T1481;Femme;Téra;14,00776;0,75306;
T1482;Homme;Téra;14,00776;0,75306;
T1483;Homme;Téra;14,00776;0,75306;
T1484;Homme;Téra;14,00776;0,75306;
T1485;Homme;Téra;14,00776;0,75306;
T1486;Homme;Téra;14,00776;0,75306;
T1487;Homme;Téra;14,00776;0,75306;
T1488;Homme;Téra;14,00776;0,75306;
T1489;Homme;Téra;14,00776;0,75306;
T1490;Homme;Téra;14,00776;0,75306;
T1491;Homme;Téra;14,00776;0,75306;
T1492;Homme;Téra;14,00776;0,75306;
T1493;Homme;Téra;14,00776;0,75306;
T1494;Homme;Téra;14,00776;0,75306;
T1495;Homme;Téra;14,00776;0,75306;
T1496;Homme;Téra;14,00776;0,75306;
T1497;Homme;Téra;14,00776;0,75306;
T1498;Homme;Téra;14,00776;0,75306;
T1500;Homme;Téra;14,00776;0,75306;
T1501;Homme;Téra;14,00776;0,75306;
T1581;Homme;Téra;14,00776;0,75306;
T1504;Homme;Téra;14,00776;0,75306;
T1505;Homme;Téra;14,00776;0,75306;
T1506;Homme;Téra;14,00776;0,75306;
T1507;Homme;Téra;14,00776;0,75306;
T1508;Homme;Téra;14,00776;0,75306;
T2417;Homme;LOWA ;13,15638889;2,543611111;
T1510;Homme;Téra;14,00776;0,75306;
T1511;Homme;Téra;14,00776;0,75306;
T765;Homme;Téra;14,00776;0,75306;
T1514;Homme;Téra;14,00776;0,75306;
T1515;Homme;Téra;14,00776;0,75306;
T1516;Homme;Kokorou;13,95;0,94;
T1517;Homme;Téra;14,00776;0,75306;
T1518;Homme;Téra;14,00776;0,75306;
T1519;Homme;Kokorou;13,95;0,94;
T1630;Homme;Téra;14,00776;0,75306;
T1521;Homme;Téra;14,00776;0,75306;
T1522;Homme;Kokorou;13,95;0,94;
T1523;Homme;Téra;14,00776;0,75306;
T1524;Homme;Téra;14,00776;0,75306;
T1525;Homme;Kokorou;13,95;0,94;
T1526;Homme;Kokorou;13,95;0,94;
T1527;Homme;Kokorou;13,95;0,94;
T1528;Homme;Téra;14,00776;0,75306;
T1529;Homme;Kokorou;13,95;0,94;
T1530;Homme;Kokorou;13,95;0,94;
T1531;Homme;Kokorou;13,95;0,94;
T1532;Homme;Téra;14,00776;0,75306;
T1533;Homme;Kokorou;13,95;0,94;
T1534;Homme;Téra;14,00776;0,75306;
T1535;Homme;Téra;14,00776;0,75306;
T1536;Homme;Kokorou;13,95;0,94;
T1537;Homme;Téra;14,00776;0,75306;
T1538;Homme;Téra;14,00776;0,75306;
T1539;Homme;Téra;14,00776;0,75306;
T1540;Homme;Téra;14,00776;0,75306;
T1541;Homme;Kokorou;13,95;0,94;
T1543;Femme;Kokorou;13,95;0,94;
T1544;Homme;Kokorou;13,95;0,94;
T1545;Homme;Téra;14,00776;0,75306;
T557;Homme;Téra;14,00776;0,75306;
T1547;Homme;Téra;14,00776;0,75306;
T1548;Homme;Téra;14,00776;0,75306;
T1549;Homme;Téra;14,00776;0,75306;
T1551;Homme;Téra;14,00776;0,75306;
T1552;Homme;Téra;14,00776;0,75306;
T1553;Homme;Téra;14,00776;0,75306;
T1556;Homme;Téra;14,00776;0,75306;
T1361;Homme;Téra;14,00776;0,75306;
T1558;Homme;Téra;14,00776;0,75306;
T1559;Homme;Téra;14,00776;0,75306;
T1560;Homme;Téra;14,00776;0,75306;
T1561;Homme;Téra;14,00776;0,75306;
T1961;Homme;Téra;14,00776;0,75306;
T1564;Femme;Téra;14,00776;0,75306;
T1565;Homme;Téra;14,00776;0,75306;
T1499;Homme;Téra;14,00776;0,75306;
T1567;Homme;Téra;14,00776;0,75306;
T1568;Homme;Téra;14,00776;0,75306;
T1569;Homme;Téra;14,00776;0,75306;
T1570;Homme;Téra;14,00776;0,75306;
T1571;Homme;Téra;14,00776;0,75306;
T1572;Homme;Téra;14,00776;0,75306;
T1573;Femme;Téra;14,00776;0,75306;
T1592;Homme;Téra;14,00776;0,75306;
T1575;Homme;Téra;14,00776;0,75306;
T1576;Femme;Téra;14,00776;0,75306;
T1577;Homme;Téra;14,00776;0,75306;
T1578;Femme;Téra;14,00776;0,75306;
T1579;Homme;Téra;14,00776;0,75306;
T1582;Homme;Téra;14,00776;0,75306;
T1854;Homme;Téra;14,00776;0,75306;
T1584;Homme;Téra;14,00776;0,75306;
T1585;Femme;Téra;14,00776;0,75306;
T1586;Homme;Téra;14,00776;0,75306;
T1587;Homme;Téra;14,00776;0,75306;
T376;Homme;Téra;14,00776;0,75306;
T1509;Homme;Téra;14,00776;0,75306;
T1591;Homme;Téra;14,00776;0,75306;
T97;Homme;Kokorou;13,95;0,94;
T1593;Homme;Téra;14,00776;0,75306;
T1594;Homme;Téra;14,00776;0,75306;
T1595;Homme;Téra;14,00776;0,75306;
T1596;Femme;Téra;14,00776;0,75306;
T1597;Homme;Téra;14,00776;0,75306;
T1598;Femme;Téra;14,00776;0,75306;
T1599;Homme;Téra;14,00776;0,75306;
T1600;Homme;Téra;14,00776;0,75306;
T1601;Homme;Téra;14,00776;0,75306;
T1602;Homme;Téra;14,00776;0,75306;
T1603;Homme;Téra;14,00776;0,75306;
T1604;Femme;Téra;14,00776;0,75306;
T1606;Femme;Téra;14,00776;0,75306;
T1607;Homme;Téra;14,00776;0,75306;
T1608;Homme;Téra;14,00776;0,75306;
T1609;Femme;Téra;14,00776;0,75306;
T1610;Homme;Téra;14,00776;0,75306;
T1611;Femme;Téra;14,00776;0,75306;
T1612;Homme;Téra;14,00776;0,75306;
T1613;Homme;Kokorou;13,95;0,94;
T1614;Homme;Kokorou;13,95;0,94;
T1615;Homme;Kokorou;13,95;0,94;
T1616;Homme;Kokorou;13,95;0,94;
T1617;Femme;Kokorou;13,95;0,94;
T1618;Homme;Kokorou;13,95;0,94;
T1619;Homme;Kokorou;13,95;0,94;
T1620;Homme;Kokorou;13,95;0,94;
T1621;Femme;Kokorou;13,95;0,94;
T1622;Homme;Kokorou;13,95;0,94;
T1928;Homme;Kokorou;13,95;0,94;
T1624;Homme;Kokorou;13,95;0,94;
T1625;Homme;Kokorou;13,95;0,94;
T1626;Homme;Kokorou;13,95;0,94;
T1627;Homme;Kokorou;13,95;0,94;
T1628;Homme;Kokorou;13,95;0,94;
T1629;Homme;Téra;14,00776;0,75306;
T1631;Femme;Téra;14,00776;0,75306;
T1632;Homme;Téra;14,00776;0,75306;
T1633;Homme;Téra;14,00776;0,75306;
T1634;Femme;Téra;14,00776;0,75306;
T1635;Femme;Téra;14,00776;0,75306;
T1636;Homme;Téra;14,00776;0,75306;
T1637;Femme;Téra;14,00776;0,75306;
T1638;Femme;Téra;14,00776;0,75306;
T1639;Femme;Téra;14,00776;0,75306;
T1640;Homme;Téra;14,00776;0,75306;
T1641;Homme;Téra;14,00776;0,75306;
T1642;Homme;Téra;14,00776;0,75306;
T1643;Homme;Téra;14,00776;0,75306;
T1644;Homme;Téra;14,00776;0,75306;
T1645;Homme;Téra;14,00776;0,75306;
T1646;Femme;Téra;14,00776;0,75306;
T1647;Homme;Téra;14,00776;0,75306;
T1648;Femme;Téra;14,00776;0,75306;
T1649;Femme;Téra;14,00776;0,75306;
T1650;Homme;Téra;14,00776;0,75306;
T1651;Homme;Téra;14,00776;0,75306;
T1652;Homme;Téra;14,00776;0,75306;
T1653;Homme;Téra;14,00776;0,75306;
T1451;Homme;Kokorou;13,95;0,94;
T1655;Homme;Téra;14,00776;0,75306;
T1656;Homme;Téra;14,00776;0,75306;
T1657;Femme;Téra;14,00776;0,75306;
T1658;Homme;Téra;14,00776;0,75306;
T1659;Homme;Téra;14,00776;0,75306;
T1660;Homme;Téra;14,00776;0,75306;
T1661;Homme;Téra;14,00776;0,75306;
T1663;Homme;Téra;14,00776;0,75306;
T1664;Homme;Téra;14,00776;0,75306;
T1665;Homme;Téra;14,00776;0,75306;
T1666;Homme;Téra;14,00776;0,75306;
T1667;Homme;Téra;14,00776;0,75306;
T1668;Homme;Téra;14,00776;0,75306;
T1669;Homme;Téra;14,00776;0,75306;
T1670;Homme;Téra;14,00776;0,75306;
T1671;Femme;Téra;14,00776;0,75306;
T1672;Homme;Téra;14,00776;0,75306;
T1673;Homme;Téra;14,00776;0,75306;
T1674;Homme;Téra;14,00776;0,75306;
T1675;Homme;Téra;14,00776;0,75306;
T1676;Homme;Téra;14,00776;0,75306;
T1677;Homme;Téra;14,00776;0,75306;
T1678;Homme;Téra;14,00776;0,75306;
T1679;Homme;Téra;14,00776;0,75306;
T1680;Homme;Téra;14,00776;0,75306;
T1681;Homme;Téra;14,00776;0,75306;
T1682;Femme;Téra;14,00776;0,75306;
T1683;Homme;Téra;14,00776;0,75306;
T1144;Homme;Téra;14,00776;0,75306;
T1686;Homme;Téra;14,00776;0,75306;
T167;Femme;Téra;14,00776;0,75306;
T1688;Homme;Téra;14,00776;0,75306;
T1689;Homme;Téra;14,00776;0,75306;
T1690;Homme;Téra;14,00776;0,75306;
T1691;Homme;Téra;14,00776;0,75306;
T1692;Homme;Téra;14,00776;0,75306;
T1693;Homme;Téra;14,00776;0,75306;
T1694;Homme;Téra;14,00776;0,75306;
T1695;Homme;Téra;14,00776;0,75306;
T1696;Homme;Téra;14,00776;0,75306;
T1697;Homme;Téra;14,00776;0,75306;
T1698;Femme;Téra;14,00776;0,75306;
T1700;Homme;Téra;14,00776;0,75306;
T1701;Homme;Téra;14,00776;0,75306;
T1702;Homme;Téra;14,00776;0,75306;
T1703;Homme;Kokorou;13,95;0,94;
T1704;Homme;Kokorou;13,95;0,94;
T1705;Homme;Téra;14,00776;0,75306;
T1706;Homme;Kokorou;13,95;0,94;
T1707;Homme;Téra;14,00776;0,75306;
T1708;Homme;Téra;14,00776;0,75306;
T1709;Homme;Kokorou;13,95;0,94;
T1710;Homme;Kokorou;13,95;0,94;
T1711;Homme;Kokorou;13,95;0,94;
T1712;Homme;Kokorou;13,95;0,94;
T1713;Femme;Kokorou;13,95;0,94;
T1714;Homme;Kokorou;13,95;0,94;
T1715;Homme;Kokorou;13,95;0,94;
T1954;Homme;Téra;14,00776;0,75306;
T1717;Homme;Kokorou;13,95;0,94;
T1718;Femme;Kokorou;13,95;0,94;
T1719;Femme;Kokorou;13,95;0,94;
T1720;Femme;Kokorou;13,95;0,94;
T1721;Homme;Kokorou;13,95;0,94;
T1722;Femme;Kokorou;13,95;0,94;
T1723;Femme;Kokorou;13,95;0,94;
T1724;Femme;Kokorou;13,95;0,94;
T1725;Femme;Kokorou;13,95;0,94;
T1726;Homme;Kokorou;13,95;0,94;
T1727;Homme;Téra;14,00776;0,75306;
T1728;Homme;Téra;14,00776;0,75306;
T1730;Homme;Téra;14,00776;0,75306;
T1731;Homme;Téra;14,00776;0,75306;
T1732;Homme;Téra;14,00776;0,75306;
T1733;Femme;Téra;14,00776;0,75306;
T1734;Homme;Téra;14,00776;0,75306;
T1735;Homme;Téra;14,00776;0,75306;
T1736;Homme;Téra;14,00776;0,75306;
T1737;Homme;Téra;14,00776;0,75306;
T1738;Homme;Téra;14,00776;0,75306;
T1739;Homme;Téra;14,00776;0,75306;
T1740;Homme;Téra;14,00776;0,75306;
T1741;Homme;Téra;14,00776;0,75306;
T2540;Homme;DOUTCHI;13,884;4,414;
T1743;Homme;Téra;14,00776;0,75306;
T1744;Homme;Téra;14,00776;0,75306;
T1745;Homme;Téra;14,00776;0,75306;
T1747;Homme;Téra;14,00776;0,75306;
T1748;Homme;Téra;14,00776;0,75306;
T1749;Homme;Téra;14,00776;0,75306;
T1750;Homme;Téra;14,00776;0,75306;
T1751;Homme;Téra;14,00776;0,75306;
T1752;Homme;Téra;14,00776;0,75306;
T1753;Femme;Kokorou;13,95;0,94;
T1754;Femme;Kokorou;13,95;0,94;
T1755;Femme;Kokorou;13,95;0,94;
T1756;Homme;Kokorou;13,95;0,94;
T1757;Homme;Kokorou;13,95;0,94;
T1758;Homme;Kokorou;13,95;0,94;
T1759;Homme;Kokorou;13,95;0,94;
T1760;Homme;Kokorou;13,95;0,94;
T1761;Femme;Kokorou;13,95;0,94;
T1762;Femme;Kokorou;13,95;0,94;
T1763;Homme;Kokorou;13,95;0,94;
T1764;Femme;Kokorou;13,95;0,94;
T1765;Homme;Kokorou;13,95;0,94;
T1766;Homme;Téra;14,00776;0,75306;
T1767;Homme;Téra;14,00776;0,75306;
T1768;Homme;Téra;14,00776;0,75306;
T1769;Homme;Téra;14,00776;0,75306;
T1770;Homme;Téra;14,00776;0,75306;
T1771;Homme;Téra;14,00776;0,75306;
T1772;Homme;Téra;14,00776;0,75306;
T1773;Femme;Téra;14,00776;0,75306;
T1774;Homme;Téra;14,00776;0,75306;
T1775;Homme;Téra;14,00776;0,75306;
T1776;Homme;Téra;14,00776;0,75306;
T1777;Homme;Téra;14,00776;0,75306;
T1778;Homme;Téra;14,00776;0,75306;
T1779;Homme;Téra;14,00776;0,75306;
T1780;Homme;Téra;14,00776;0,75306;
T1781;Homme;Téra;14,00776;0,75306;
T1782;Homme;Téra;14,00776;0,75306;
T1783;Homme;Téra;14,00776;0,75306;
T1784;Homme;Téra;14,00776;0,75306;
T1785;Homme;Kokorou;13,95;0,94;
T1786;Femme;Kokorou;13,95;0,94;
T1787;Femme;Kokorou;13,95;0,94;
T1788;Femme;Kokorou;13,95;0,94;
T1789;Homme;Kokorou;13,95;0,94;
T1790;Femme;Kokorou;13,95;0,94;
T1791;Homme;Kokorou;13,95;0,94;
T1792;Homme;Kokorou;13,95;0,94;
T1793;Femme;Kokorou;13,95;0,94;
T1794;Homme;Kokorou;13,95;0,94;
T1795;Homme;Kokorou;13,95;0,94;
T1796;Homme;Kokorou;13,95;0,94;
T1797;Femme;Kokorou;13,95;0,94;
T1798;Homme;Kokorou;13,95;0,94;
T1799;Homme;Kokorou;13,95;0,94;
T1800;Homme;Kokorou;13,95;0,94;
T1801;Femme;Kokorou;13,95;0,94;
T1802;Homme;Kokorou;13,95;0,94;
T1803;Femme;Kokorou;13,95;0,94;
T1804;Femme;Kokorou;13,95;0,94;
T1805;Homme;Kokorou;13,95;0,94;
T1806;Homme;Kokorou;13,95;0,94;
T1807;Homme;Téra;14,00776;0,75306;
T1808;Homme;Téra;14,00776;0,75306;
T1809;Homme;Téra;14,00776;0,75306;
T1810;Homme;Téra;14,00776;0,75306;
T1811;Homme;Téra;14,00776;0,75306;
T1812;Homme;Téra;14,00776;0,75306;
T1813;Homme;Téra;14,00776;0,75306;
T1814;Homme;Téra;14,00776;0,75306;
T1815;Homme;Téra;14,00776;0,75306;
T1816;Homme;Téra;14,00776;0,75306;
T1817;Homme;Téra;14,00776;0,75306;
T1818;Homme;Téra;14,00776;0,75306;
T1819;Homme;Téra;14,00776;0,75306;
T1820;Homme;Téra;14,00776;0,75306;
T1821;Homme;Téra;14,00776;0,75306;
T1822;Homme;Téra;14,00776;0,75306;
T1823;Femme;Téra;14,00776;0,75306;
T1824;Homme;Téra;14,00776;0,75306;
T1825;Homme;Téra;14,00776;0,75306;
T1826;Homme;Téra;14,00776;0,75306;
T1827;Homme;Téra;14,00776;0,75306;
T1828;Homme;Téra;14,00776;0,75306;
T1171;Homme;Téra;14,00776;0,75306;
T1830;Homme;Téra;14,00776;0,75306;
T1831;Homme;Téra;14,00776;0,75306;
T1832;Homme;Téra;14,00776;0,75306;
T1833;Homme;Téra;14,00776;0,75306;
T1835;Homme;Téra;14,00776;0,75306;
T1836;Homme;Téra;14,00776;0,75306;
T1837;Homme;Téra;14,00776;0,75306;
T1838;Homme;Téra;14,00776;0,75306;
T1839;Homme;Téra;14,00776;0,75306;
T1840;Homme;Téra;14,00776;0,75306;
T1841;Femme;Téra;14,00776;0,75306;
T1842;Femme;Téra;14,00776;0,75306;
T1843;Homme;Téra;14,00776;0,75306;
T1844;Homme;Téra;14,00776;0,75306;
T1845;Homme;Téra;14,00776;0,75306;
T1846;Homme;Téra;14,00776;0,75306;
T1847;Femme;Téra;14,00776;0,75306;
T1848;Homme;Téra;14,00776;0,75306;
T1849;Homme;Téra;14,00776;0,75306;
T54;Homme;Téra;14,00776;0,75306;
T1851;Homme;Téra;14,00776;0,75306;
T1852;Femme;Téra;14,00776;0,75306;
T1853;Homme;Téra;14,00776;0,75306;
T56;Homme;Téra;14,00776;0,75306;
T1855;Homme;Téra;14,00776;0,75306;
T1856;Homme;Téra;14,00776;0,75306;
T1857;Homme;Téra;14,00776;0,75306;
T1001;Homme;Kokorou;13,95;0,94;
T1859;Homme;Téra;14,00776;0,75306;
T1861;Homme;Téra;14,00776;0,75306;
T1862;Homme;Téra;14,00776;0,75306;
T1863;Homme;Téra;14,00776;0,75306;
T1864;Femme;Téra;14,00776;0,75306;
T1865;Homme;Téra;14,00776;0,75306;
T2878;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T1867;Homme;Kokorou;13,95;0,94;
T1869;Homme;Kokorou;13,95;0,94;
T1870;Homme;Kokorou;13,95;0,94;
T1871;Homme;Kokorou;13,95;0,94;
T1872;Homme;Kokorou;13,95;0,94;
T1873;Homme;Kokorou;13,95;0,94;
T1874;Homme;Kokorou;13,95;0,94;
T1875;Homme;Kokorou;13,95;0,94;
T1876;Femme;Kokorou;13,95;0,94;
T1877;Homme;Kokorou;13,95;0,94;
T1878;Homme;Kokorou;13,95;0,94;
T1879;Homme;Kokorou;13,95;0,94;
T1880;Homme;Kokorou;13,95;0,94;
T1881;Homme;Kokorou;13,95;0,94;
T1882;Femme;Kokorou;13,95;0,94;
T1883;Homme;Kokorou;13,95;0,94;
T1884;Homme;Kokorou;13,95;0,94;
T1885;Homme;Kokorou;13,95;0,94;
T1886;Homme;Kokorou;13,95;0,94;
T1887;Homme;Kokorou;13,95;0,94;
T1888;Homme;Kokorou;13,95;0,94;
T1889;Homme;Kokorou;13,95;0,94;
T1890;Homme;Téra;14,00776;0,75306;
T1891;Homme;Téra;14,00776;0,75306;
T1892;Homme;Kokorou;13,95;0,94;
T1893;Homme;Kokorou;13,95;0,94;
T1894;Homme;Kokorou;13,95;0,94;
T1895;Homme;Kokorou;13,95;0,94;
T1896;Homme;Kokorou;13,95;0,94;
T1897;Homme;Kokorou;13,95;0,94;
T1898;Homme;Kokorou;13,95;0,94;
T1899;Homme;Kokorou;13,95;0,94;
T1900;Homme;Kokorou;13,95;0,94;
T1901;Homme;Kokorou;13,95;0,94;
T1902;Homme;Kokorou;13,95;0,94;
T1903;Homme;Kokorou;13,95;0,94;
T1904;Homme;Kokorou;13,95;0,94;
T1905;Femme;Kokorou;13,95;0,94;
T1906;Homme;Kokorou;13,95;0,94;
T1907;Homme;Téra;14,00776;0,75306;
T1908;Homme;Kokorou;13,95;0,94;
T1909;Homme;Kokorou;13,95;0,94;
T1910;Homme;Kokorou;13,95;0,94;
T1911;Homme;Kokorou;13,95;0,94;
T1912;Homme;Kokorou;13,95;0,94;
T1913;Homme;Kokorou;13,95;0,94;
T1914;Homme;Kokorou;13,95;0,94;
T1915;Homme;Kokorou;13,95;0,94;
T1916;Homme;Kokorou;13,95;0,94;
T1917;Homme;Kokorou;13,95;0,94;
T1918;Homme;Kokorou;13,95;0,94;
T1919;Homme;Kokorou;13,95;0,94;
T1920;Homme;Kokorou;13,95;0,94;
